route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"2-ALM-F-mjp-1","T0","8356.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8362.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8368.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8374.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8384.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8390.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8396.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8402.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8407.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8412.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8418.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8424.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8430.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8436.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8442.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
"2-ALM-F-mjp-1","T0","8448.T0.2-ALM-F-mjp-1.1.H","2-ALM-F-mjp-1.1.H","Alamein","0"
